
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; Подготовка поверхности; Сварочное; Строительное;..."
	
Направление	Документ оплаты.Дата.Конец дня	Канал сбыта	Сумма Руб.	Сумма оплаты Руб.	Количество заказов
Насосное	17.07.2017 23:59:59	Розница	228 147,94	222 186,04	7
Подготовка поверхности	17.07.2017 23:59:59	Дилер	72 202,20	71 677,00	3
Подготовка поверхности	17.07.2017 23:59:59	Розница	39 105,00	39 105,00	1
Сварочное	17.07.2017 23:59:59	Дилер	29 882,40	29 882,40	1
Сварочное	17.07.2017 23:59:59	Розница	1 756 256,47	908 471,46	6
Химическое	17.07.2017 23:59:59	Дилер	576 798,21	565 710,70	1
Химическое	17.07.2017 23:59:59	Розница	37 346,68	37 346,68	1
Автосервис	18.07.2017 23:59:59	Розница	28 500,00	28 500,00	1
Дуговая сварка.	18.07.2017 23:59:59	Розница	57 492,00	57 492,00	2
ЗЧ и РМ	18.07.2017 23:59:59	Дилер	251 298,61	250 143,89	17
ЗЧ и РМ	18.07.2017 23:59:59	Розница	353 834,62	353 459,87	18
Компрессорное	18.07.2017 23:59:59	Дилер	8 650,00	8 650,00	1
Компрессорное	18.07.2017 23:59:59	Розница	245 916,25	245 443,21	6
Насосное	18.07.2017 23:59:59	Дилер	2 810 344,71	2 418 975,41	36
Насосное	18.07.2017 23:59:59	Розница	1 298 840,43	612 322,35	10
Подготовка поверхности	18.07.2017 23:59:59	Дилер	290 025,31	288 905,47	6
Подготовка поверхности	18.07.2017 23:59:59	Розница	3 567 568,29	3 567 568,29	5
Сварочное	18.07.2017 23:59:59	Дилер	64 297,79	62 377,97	2
Сварочное	18.07.2017 23:59:59	Розница	152 142,34	105 843,85	3
Химическое	18.07.2017 23:59:59	Дилер	221 219,24	107 864,10	2
Химическое	18.07.2017 23:59:59	Розница	104 321,33	101 206,49	1
Дуговая сварка.	19.07.2017 23:59:59	Дилер	66 811,06	65 949,08	2
Дуговая сварка.	19.07.2017 23:59:59	Розница	151 339,32	151 339,32	3
ЗЧ и РМ	19.07.2017 23:59:59	Дилер	112 840,84	111 615,89	7
ЗЧ и РМ	19.07.2017 23:59:59	Розница	606 705,41	607 404,37	21
Компрессорное	19.07.2017 23:59:59	Дилер	78 400,00	78 400,00	2
Компрессорное	19.07.2017 23:59:59	КПК	10 148 036,27	10 148 036,27	1
Компрессорное	19.07.2017 23:59:59	Розница	166 886,91	166 369,47	6
Металлообработка	19.07.2017 23:59:59	Розница	292 737,90	287 283,36	1
Насосное	19.07.2017 23:59:59	Дилер	664 071,21	645 669,49	7
Насосное	19.07.2017 23:59:59	Розница	350 231,77	347 447,28	6
Подготовка поверхности	19.07.2017 23:59:59	Дилер	159 800,00	70 200,28	2
Сварочное	19.07.2017 23:59:59	Дилер	746 764,44	725 229,06	2
Сварочное	19.07.2017 23:59:59	Розница	44 714,86	44 714,86	2
АТП	20.07.2017 23:59:59	Розница	3 805,59	3 727,88	1
Дуговая сварка.	20.07.2017 23:59:59	Розница	189 570,77	189 570,77	2
ЗЧ и РМ	20.07.2017 23:59:59	Дилер	181 266,82	178 802,96	7
ЗЧ и РМ	20.07.2017 23:59:59	КПК	848 781,83	453 964,49	3
ЗЧ и РМ	20.07.2017 23:59:59	Розница	209 322,58	209 322,58	19
Компрессорное	20.07.2017 23:59:59	Розница	99 500,00	99 500,00	1
Насосное	20.07.2017 23:59:59	Дилер	546 699,61	517 451,04	17
Насосное	20.07.2017 23:59:59	Розница	45 047,35	45 047,35	3
Подготовка поверхности	20.07.2017 23:59:59	Дилер	815 953,16	770 165,45	5
Подготовка поверхности	20.07.2017 23:59:59	КПК	1 173 114,40	1 173 114,40	2
Подготовка поверхности	20.07.2017 23:59:59	Розница	179 528,14	94 928,14	3
Сварочное	20.07.2017 23:59:59	Розница	1 505 139,31	1 505 139,31	4
Автосервис	21.07.2017 23:59:59	Розница	453 849,70	453 849,70	2
Дуговая сварка.	21.07.2017 23:59:59	Розница	14 115,60	14 115,60	2
ЗЧ и РМ	21.07.2017 23:59:59	Дилер	59 114,75	52 388,72	8
ЗЧ и РМ	21.07.2017 23:59:59	КПК	64 882,76	64 882,76	1
ЗЧ и РМ	21.07.2017 23:59:59	Розница	273 023,26	272 650,18	16
Компрессорное	21.07.2017 23:59:59	Дилер	10 594,32	10 336,56	1
Компрессорное	21.07.2017 23:59:59	Розница	341 492,55	342 246,40	7
Металлообработка	21.07.2017 23:59:59	Розница	347 800,51	340 949,24	1
Насосное	21.07.2017 23:59:59	Дилер	2 371 481,11	1 960 037,27	24
Насосное	21.07.2017 23:59:59	Розница	229 634,68	229 634,68	4
Подготовка поверхности	21.07.2017 23:59:59	Дилер	305 200,55	162 600,00	2
Подготовка поверхности	21.07.2017 23:59:59	Розница	52 846,26	52 846,26	3
Сварочное	21.07.2017 23:59:59	Дилер	1 530 615,10	934 249,59	4
Сварочное	21.07.2017 23:59:59	Розница	61 184,77	61 184,77	2
Химическое	21.07.2017 23:59:59	Розница	94 083,88	93 450,56	2
Автосервис	24.07.2017 23:59:59	Розница	9 300,00	9 300,00	1
Дуговая сварка.	24.07.2017 23:59:59	Розница	64 863,56	64 863,56	3
ЗЧ и РМ	24.07.2017 23:59:59	Дилер	30 949,41	30 871,19	8
ЗЧ и РМ	24.07.2017 23:59:59	Розница	245 948,23	195 998,23	17
Компрессорное	24.07.2017 23:59:59	Розница	880 152,00	532 463,20	2
Металлообработка	24.07.2017 23:59:59	Розница	6 254 954,79	5 909 077,54	1
Насосное	24.07.2017 23:59:59	Дилер	605 838,98	580 633,39	9
Насосное	24.07.2017 23:59:59	Розница	2 655 417,54	2 678 635,38	17
Подготовка поверхности	24.07.2017 23:59:59	Дилер	20 862,00	20 862,00	1
Подготовка поверхности	24.07.2017 23:59:59	Розница	210 000,00	210 000,00	2
Сварочное	24.07.2017 23:59:59	Дилер	72 673,74	71 588,86	2
Сварочное	24.07.2017 23:59:59	Розница	72 250,68	72 250,68	2
Химическое	24.07.2017 23:59:59	Дилер	80 915,87	79 548,71	1
Химическое	24.07.2017 23:59:59	Розница	392 422,12	253 602,15	2
Дуговая сварка.	25.07.2017 23:59:59	Розница	307 776,92	307 775,68	4
ЗЧ и РМ	25.07.2017 23:59:59	Дилер	74 597,28	74 597,28	2
ЗЧ и РМ	25.07.2017 23:59:59	КПК	815 643,03	91 072,74	2
ЗЧ и РМ	25.07.2017 23:59:59	Розница	1 784 973,48	1 784 973,30	10
Компрессорное	25.07.2017 23:59:59	Дилер	1 542 384,83	1 537 730,78	4
Компрессорное	25.07.2017 23:59:59	Розница	839 134,56	839 134,56	7
Металлообработка	25.07.2017 23:59:59	Розница	11 865 396,52	10 891 632,02	1
Насосное	25.07.2017 23:59:59	Дилер	1 034 955,23	1 033 162,14	8
Насосное	25.07.2017 23:59:59	КПК	375 637,09	374 404,54	1
Насосное	25.07.2017 23:59:59	Розница	26 094,93	26 094,93	1
Подготовка поверхности	25.07.2017 23:59:59	Дилер	108 600,00	108 600,00	2
Подготовка поверхности	25.07.2017 23:59:59	Розница	126 108,72	126 108,72	3
Сварочное	25.07.2017 23:59:59	Дилер	138 492,91	138 038,48	2
Сварочное	25.07.2017 23:59:59	Розница	739 400,00	739 400,00	2
Химическое	25.07.2017 23:59:59	Дилер	2 811,35	2 585,70	1
Химическое	25.07.2017 23:59:59	КПК	191 813,02	191 183,64	1
Химическое	25.07.2017 23:59:59	Розница	31 329,60	34 792,37	4
Автосервис	26.07.2017 23:59:59	Розница	40 200,00	40 200,00	1
Дуговая сварка.	26.07.2017 23:59:59	Дилер	46 497,00	46 497,00	2
Дуговая сварка.	26.07.2017 23:59:59	КПК	351 629,52	355 617,99	1
Дуговая сварка.	26.07.2017 23:59:59	Розница	45 552,84	45 552,84	1
ЗЧ и РМ	26.07.2017 23:59:59	Дилер	74 560,55	74 577,30	6
ЗЧ и РМ	26.07.2017 23:59:59	КПК	16 314,29	16 153,99	1
ЗЧ и РМ	26.07.2017 23:59:59	Розница	421 319,14	401 060,31	23
Компрессорное	26.07.2017 23:59:59	Дилер	96 659,35	96 659,45	3
Компрессорное	26.07.2017 23:59:59	Розница	306 970,00	306 969,98	6
Насосное	26.07.2017 23:59:59	Дилер	1 076 206,93	1 032 847,70	9
Насосное	26.07.2017 23:59:59	Розница	849 447,35	849 459,08	6
НГО	26.07.2017 23:59:59	КПК	549 024,00	274 512,00	1
Подготовка поверхности	26.07.2017 23:59:59	Дилер	26 800,00	26 800,00	1
Подготовка поверхности	26.07.2017 23:59:59	Розница	621 344,83	621 344,83	1
Сварочное	26.07.2017 23:59:59	Дилер	34 099,82	34 127,30	1
Сварочное	26.07.2017 23:59:59	Розница	313 537,79	313 779,31	2
Химическое	26.07.2017 23:59:59	Дилер	98 199,63	98 201,04	1
Химическое	26.07.2017 23:59:59	Розница	170 416,00	170 416,00	1
Автосервис	27.07.2017 23:59:59	Розница	310 252,00	310 252,00	2
Дуговая сварка.	27.07.2017 23:59:59	Дилер	4 478,40	4 478,40	1
Дуговая сварка.	27.07.2017 23:59:59	Розница	894 658,51	894 658,51	3
ЗЧ и РМ	27.07.2017 23:59:59	Дилер	125 822,70	125 807,54	6
ЗЧ и РМ	27.07.2017 23:59:59	Розница	338 841,98	316 227,91	14
Компрессорное	27.07.2017 23:59:59	Дилер	38 220,00	38 220,00	1
Компрессорное	27.07.2017 23:59:59	Розница	299 588,51	299 574,55	5
Насосное	27.07.2017 23:59:59	Дилер	1 691 528,92	1 648 912,95	11
Насосное	27.07.2017 23:59:59	Розница	1 037 696,65	1 037 680,57	8
Подготовка поверхности	27.07.2017 23:59:59	КПК	65 386,23	65 386,23	2
Подготовка поверхности	27.07.2017 23:59:59	Розница	3 854,00	3 854,00	2
Сварочное	27.07.2017 23:59:59	Дилер	9 479,13	9 476,70	2
Сварочное	27.07.2017 23:59:59	Розница	166 370,54	150 597,96	6
Химическое	27.07.2017 23:59:59	Розница	89 914,75	89 914,75	2
Автосервис	28.07.2017 23:59:59	Розница	98 150,00	98 150,00	1
Дуговая сварка.	28.07.2017 23:59:59	Дилер	110 264,61	110 171,43	1
Дуговая сварка.	28.07.2017 23:59:59	Розница	1 956 752,98	1 956 752,98	3
ЗЧ и РМ	28.07.2017 23:59:59	Дилер	154 656,22	154 561,74	6
ЗЧ и РМ	28.07.2017 23:59:59	Розница	1 301 995,55	1 301 942,67	15
Компрессорное	28.07.2017 23:59:59	Дилер	24 060,27	24 039,94	1
Компрессорное	28.07.2017 23:59:59	Розница	858 325,35	857 835,18	7
Насосное	28.07.2017 23:59:59	Дилер	463 415,33	463 809,92	13
Насосное	28.07.2017 23:59:59	Розница	1 723 552,14	1 749 667,03	8
Подготовка поверхности	28.07.2017 23:59:59	Дилер	235 289,10	235 289,10	2
Подготовка поверхности	28.07.2017 23:59:59	Розница	64 362,68	64 362,68	2
Сварочное	28.07.2017 23:59:59	Дилер	101 329,05	101 287,67	3
Сварочное	28.07.2017 23:59:59	КПК	5 509 813,35	5 454 612,57	2
Сварочное	28.07.2017 23:59:59	Розница	1 528 333,96	1 451 041,46	7
Химическое	28.07.2017 23:59:59	Дилер	112 842,25	111 494,60	2
Химическое	28.07.2017 23:59:59	КПК	160 908,27	160 772,29	1
Компрессорное	30.07.2017 23:59:59	Розница	38 082,07	38 082,07	1
Дуговая сварка.	31.07.2017 23:59:59	Розница	366 759,18	366 758,80	6
ЗЧ и РМ	31.07.2017 23:59:59	Дилер	61 511,50	61 511,50	3
ЗЧ и РМ	31.07.2017 23:59:59	Розница	528 571,02	511 002,09	19
Компрессорное	31.07.2017 23:59:59	Розница	816 368,57	635 393,60	7
Насосное	31.07.2017 23:59:59	Дилер	1 278 427,24	1 135 110,28	19
Насосное	31.07.2017 23:59:59	Розница	463 837,85	463 874,32	9
Подготовка поверхности	31.07.2017 23:59:59	Дилер	175 961,72	141 537,95	2
Подготовка поверхности	31.07.2017 23:59:59	КПК	134 757,00	134 757,00	1
Подготовка поверхности	31.07.2017 23:59:59	Розница	169 487,00	169 487,00	4
Сварочное	31.07.2017 23:59:59	Дилер	1 168 388,05	1 168 025,89	6
Сварочное	31.07.2017 23:59:59	Розница	1 232 166,45	1 132 422,65	8
Химическое	31.07.2017 23:59:59	Дилер	24 325,13	24 317,59	1
Химическое	31.07.2017 23:59:59	КПК	3 336,52	3 335,48	1
Химическое	31.07.2017 23:59:59	Розница	275 612,81	274 603,59	3
Дуговая сварка.	01.08.2017 23:59:59	Розница	104 879,38	106 230,77	2
ЗЧ и РМ	01.08.2017 23:59:59	Дилер	207 186,27	209 398,53	8
ЗЧ и РМ	01.08.2017 23:59:59	КПК	217 817,80	212 029,80	2
ЗЧ и РМ	01.08.2017 23:59:59	Розница	229 068,87	229 068,83	17
Компрессорное	01.08.2017 23:59:59	Дилер	160 607,00	160 607,00	3
Компрессорное	01.08.2017 23:59:59	Розница	732 437,01	481 569,03	8
Насосное	01.08.2017 23:59:59	Дилер	805 451,46	484 515,82	11
Насосное	01.08.2017 23:59:59	Розница	1 683 536,17	1 683 806,87	11
Подготовка поверхности	01.08.2017 23:59:59	Дилер	143 320,00	143 320,00	4
Подготовка поверхности	01.08.2017 23:59:59	Розница	357 211,88	357 211,81	6
Сварочное	01.08.2017 23:59:59	Дилер	77 505,84	78 351,85	1
Сварочное	01.08.2017 23:59:59	Розница	76 633,45	76 633,45	5
Химическое	01.08.2017 23:59:59	Дилер	188 328,05	190 383,73	1
Автосервис	02.08.2017 23:59:59	Розница	14 230,00	14 230,00	1
Дуговая сварка.	02.08.2017 23:59:59	Розница	256 448,74	256 448,74	1
ЗЧ и РМ	02.08.2017 23:59:59	Дилер	65 382,34	68 055,48	9
ЗЧ и РМ	02.08.2017 23:59:59	КПК	114 193,32	57 096,66	1
ЗЧ и РМ	02.08.2017 23:59:59	Розница	425 222,50	425 222,43	12
Компрессорное	02.08.2017 23:59:59	Дилер	1 319 302,74	1 324 919,53	8
Компрессорное	02.08.2017 23:59:59	Розница	415 032,30	415 032,25	3
Насосное	02.08.2017 23:59:59	Дилер	787 521,61	775 897,80	17
Насосное	02.08.2017 23:59:59	Розница	1 004 840,03	982 392,50	10
НГО	02.08.2017 23:59:59	КПК	40 892,28	41 374,72	1
Подготовка поверхности	02.08.2017 23:59:59	Дилер	113 100,00	113 099,61	2
Подготовка поверхности	02.08.2017 23:59:59	Розница	202 394,58	202 394,58	1
Сварочное	02.08.2017 23:59:59	Дилер	864 457,34	704 603,00	1
Сварочное	02.08.2017 23:59:59	Розница	53 965,77	34 810,58	4
Химическое	02.08.2017 23:59:59	Дилер	24 325,13	24 685,23	1
Химическое	02.08.2017 23:59:59	Розница	305 992,46	288 479,73	1
АТП	03.08.2017 23:59:59	Розница	1 072 186,46	1 053 793,02	1
Дуговая сварка.	03.08.2017 23:59:59	Розница	14 295,59	14 295,59	3
ЗЧ и РМ	03.08.2017 23:59:59	Дилер	158 941,76	119 660,14	11
ЗЧ и РМ	03.08.2017 23:59:59	Розница	167 692,42	159 371,56	16
Компрессорное	03.08.2017 23:59:59	Дилер	4 976,54	5 118,43	1
Компрессорное	03.08.2017 23:59:59	Розница	1 195 448,16	1 195 448,16	4
Насосное	03.08.2017 23:59:59	Дилер	775 546,19	790 536,59	15
Насосное	03.08.2017 23:59:59	Розница	497 748,73	498 821,56	3
